2003,177,1,1,3.8613,167.86,13.59,0.48571,0.2343,-0.079155,1.0471,0.026551
2003,185,1,1,4.5784,261.82,16.53,0.64286,0.31612,-0.086219,1.0471,0.026551
2003,193,1,1,4.1846,245.12,17.7,0.9,0.30701,-0.082646,1.0471,0.026551
2003,201,1,1,4.4878,167.42,14.77,0.84286,0.34681,-0.068456,1.0471,0.026551
2003,209,1,1,4.2463,218.86,15.79,1.2667,0.36459,-0.068771,1.0471,0.026551
2003,217,1,1,3.6605,196.85,22.53,1.7,0.34895,-0.075415,1.0471,0.026551
2003,225,1,1,2.5294,102.72,13.02,1.0712,0.34137,-0.074158,1.0471,0.026551
2003,233,1,1,1.5489,111.17,7.99,0.97778,0.32242,-0.071696,1.0471,0.026551
2003,241,1,1,0.84347,105.05,8.15,0.94286,0.24122,0.0030929,1.0471,0.026551
2003,249,1,1,0,47.321,3.95,0.50104,0.23824,-0.16433,1.0471,0.026551
2004,185,1,1,3.7933,197.5,17.75,0.81667,0.3107,-0.09585,1.0471,0.026551
2004,193,1,1,3.4164,230.98,12.17,0.97778,0.31319,-0.086355,1.0471,0.026551
2004,201,1,1,3.4418,177.88,15.1,1.1333,0.32556,-0.092771,1.0471,0.026551
2004,209,1,1,3.1568,109.57,16.68,1.0966,0.34571,-0.090807,1.0471,0.026551
2004,217,1,1,3.0904,156.98,18.34,0.96667,0.34518,-0.094223,1.0471,0.026551
2004,225,1,1,2.3605,153.03,21.92,1.1222,0.33931,-0.10032,1.0471,0.026551
2004,233,1,1,2.0145,155.29,13.02,1.0444,0.33063,-0.10438,1.0471,0.026551
2004,241,1,1,0.83755,89.645,8.61,0.92222,0.27633,-0.13079,1.0471,0.026551
2004,249,1,1,0.51933,63.903,10.91,0.66667,0.24821,-0.1534,1.0471,0.026551
2005,177,1,1,4.3717,322.43,19.21,0.94444,0.30648,-0.10929,1.0471,0.026551
2005,185,1,1,4.0824,227.57,21.93,1.2444,0.33115,-0.10464,1.0471,0.026551
2005,193,1,1,4.7555,234.29,16.67,1.2889,0.32834,-0.098625,1.0471,0.026551
2005,201,1,1,4.4361,145.58,16.53,1.1221,0.35527,-0.08919,1.0471,0.026551
2005,209,1,1,3.7155,140.48,18.98,1.0556,0.35662,-0.086303,1.0471,0.026551
2005,217,1,1,2.9889,109.32,5.82,1.1667,0.31458,-0.093402,1.0471,0.026551
2005,225,1,1,2.066,121.63,15.51,1.0712,0.34137,-0.074158,1.0471,0.026551
2006,177,1,1,2.3671,192.12,12.45,0.61111,0.28524,-0.092269,1.0471,0.026551
2006,185,1,1,4.2483,241.62,21.19,0.9,0.30171,-0.085212,1.0471,0.026551
2006,193,1,1,3.2471,159.68,21,1.1333,0.32151,-0.082807,1.0471,0.026551
2006,201,1,1,2.9409,136.6,13.87,0.83333,0.33172,-0.05156,1.0471,0.026551
2006,209,1,1,2.7066,124.34,9.43,0.77778,0.3197,-0.059488,1.0471,0.026551
2006,217,1,1,2.532,99.001,16.32,1.1667,0.35803,-0.069954,1.0471,0.026551
2006,225,1,1,1.9651,109.49,12.42,1.0667,0.36261,-0.073055,1.0471,0.026551
2006,233,1,1,1.4901,68.398,11.25,0.9383,0.30358,-0.086428,1.0471,0.026551
2007,185,1,1,5.0136,243.21,12.98,0.95635,0.32896,-0.076967,1.0471,0.026551
2007,193,1,1,3.0771,133.96,16.62,1.0889,0.34578,-0.063839,1.0471,0.026551
2007,201,1,1,4.2406,201.33,19.9,1,0.34516,-0.055235,1.0471,0.026551
2007,209,1,1,3.3109,173.82,23.81,1.3444,0.3565,-0.044573,1.0471,0.026551
2007,217,1,1,2.6126,113.66,14.35,1.1111,0.34895,-0.075415,1.0471,0.026551
2007,225,1,1,2.5245,127.62,18.04,1.0889,0.34732,-0.032249,1.0471,0.026551
2007,233,1,1,1.8852,98.327,13.74,0.9,0.30358,-0.086428,1.0471,0.026551
2007,241,1,1,1.0932,97.888,12.53,0.77143,0.25748,-0.079808,1.0471,0.026551
2007,249,1,1,0.62287,79.86,7.2,0.48889,0.21171,-0.05806,1.0471,0.026551
2007,257,1,1,0.4371,48.064,3.96,0.25,0.16681,-0.1003,1.0471,0.026551
2008,121,1,1,0,244.13,-5.45,0,-0.69069,0.32917,1.0471,0.026551
2008,129,1,1,0,232.09,-4.91,0,-0.55584,0.39381,1.0471,0.026551
2008,137,1,1,0,221.49,-3.22,0,-0.38868,0.48841,1.0471,0.026551
2008,145,1,1,1.2079,233.45,1.34,0.04,-0.37699,0.45735,1.0471,0.026551
2008,153,1,1,0,215.14,-2.52,0.24923,-0.23163,0.32078,1.0471,0.026551
2008,161,1,1,0.92116,204.74,4.49,0.6,0.18516,-0.027214,1.0471,0.026551
2008,169,1,1,0.83663,241.69,11.41,0.4,0.21702,-0.064139,1.0471,0.026551
2008,177,1,1,1.6569,249.29,10.22,0.63333,0.2405,-0.083733,1.0471,0.026551
2008,185,1,1,3.0103,183.29,11.27,0.68889,0.29766,-0.085196,1.0471,0.026551
2008,193,1,1,4.011,278.59,16.47,0.78889,0.3273,-0.079893,1.0471,0.026551
2008,201,1,1,3.7235,182.23,15.84,1.1222,0.36246,-0.067632,1.0471,0.026551
