2004,153,5,5,0.87345,132.93,15.69,0.051102,0.16562,0.028586,0.050496,0.20911,0.17584,0.090745,0.87543,0.18563
2004,161,5,5,1.2785,134.1,21.75,0.040194,0.19156,0.023241,0.050561,0.22749,0.17349,0.080331,0.87543,0.18563
2004,169,5,5,2.1452,151.63,22.83,0.035049,0.20457,0.018516,0.047535,0.23676,0.17316,0.078169,0.87543,0.18563
2004,177,5,5,2.6207,149.15,25.92,0.033337,0.2039,0.017857,0.045702,0.23493,0.16971,0.075229,0.87543,0.18563
2004,185,5,5,2.3781,98.793,20.58,0.040596,0.19964,0.031622,0.056482,0.222,0.1586,0.06401,0.87543,0.18563
2004,193,5,5,3.0372,133.8,19.95,0.037878,0.2118,0.025161,0.053818,0.23477,0.15908,0.069149,0.87543,0.18563
2004,201,5,5,2.3057,106.93,19.51,0.040198,0.22115,0.024488,0.054161,0.24741,0.16891,0.075753,0.87543,0.18563
2004,209,5,5,1.8742,134.09,18.36,0.047845,0.23255,0.034471,0.062316,0.26054,0.17978,0.082171,0.87543,0.18563
2004,217,5,5,1.7217,59.941,10.13,0.067082,0.19248,0.078481,0.085526,0.22208,0.16475,0.067444,0.87543,0.18563
2004,225,5,5,1.654,64.023,11.26,0.059676,0.20226,0.044429,0.069778,0.22421,0.16654,0.073265,0.87543,0.18563
2004,233,5,5,1.3925,75.558,13.49,0.054476,0.19093,0.031882,0.060251,0.21596,0.16154,0.071682,0.87543,0.18563
2004,241,5,5,0.81031,78.639,11.93,0.057406,0.18015,0.026598,0.05708,0.20859,0.15649,0.072645,0.87543,0.18563
2003,217,7,7,5.4176,221.49,27.57,0.041439,0.19887,0.026186,0.052322,0.23085,0.1864,0.089584,1.0196,0.22468
2003,225,7,7,4.3037,177.03,22.61,0.042667,0.19564,0.025163,0.052182,0.22767,0.17582,0.087367,1.0196,0.22468
2003,233,7,7,3.9401,156.13,16.49,0.039219,0.18046,0.021984,0.047259,0.2114,0.16365,0.078506,1.0196,0.22468
2003,241,7,7,3.7415,139.96,18.37,0.041976,0.1657,0.021684,0.045178,0.20074,0.16289,0.077406,1.0196,0.22468
2003,249,7,7,2.1482,88.083,25.13,0.066338,0.17502,0.029637,0.058632,0.21934,0.17272,0.087368,1.0196,0.22468
2003,257,7,7,1.9203,109.76,9.48,0.06291,0.15612,0.02889,0.054771,0.19403,0.1652,0.087939,1.0196,0.22468
2004,89,7,7,0,181.17,-8.15,0.45549,0.46633,0.4427,0.45374,0.27298,0.091467,0.049322,1.0196,0.22468
2004,97,7,7,0,169.35,-2.8,0.45559,0.4567,0.43462,0.45044,0.21051,0.076012,0.044563,1.0196,0.22468
2004,105,7,7,0,223.02,-2.65,0.44208,0.43531,0.42102,0.43672,0.18173,0.069482,0.043508,1.0196,0.22468
2004,113,7,7,0,209.89,-1.57,0.40079,0.39396,0.38131,0.39581,0.15944,0.074816,0.049398,1.0196,0.22468
2004,121,7,7,0,218.64,-2.06,0.059193,0.14827,0.027529,0.04709,0.20372,0.19015,0.12405,1.0196,0.22468
2004,129,7,7,0.78313,178.79,10.05,0.066016,0.16106,0.034927,0.053053,0.21666,0.20424,0.12375,1.0196,0.22468
2004,137,7,7,1.1044,210.39,13.11,0.072837,0.16453,0.042368,0.061446,0.21767,0.20735,0.12217,1.0196,0.22468
2004,145,7,7,1.5605,188.11,19.55,0.066947,0.18501,0.039086,0.066537,0.23033,0.20649,0.11686,1.0196,0.22468
2004,153,7,7,3.7905,223.02,17.16,0.055486,0.1836,0.028914,0.057922,0.2282,0.19746,0.11001,1.0196,0.22468
2004,161,7,7,4.7371,226.33,20.75,0.051543,0.18152,0.028214,0.054249,0.22108,0.19007,0.10436,1.0196,0.22468
2004,169,7,7,5.59,226.39,18.05,0.045798,0.19768,0.02908,0.053929,0.23114,0.19076,0.09498,1.0196,0.22468
2004,177,7,7,5.862,275.13,24.58,0.044571,0.2094,0.026529,0.053943,0.24335,0.19466,0.094527,1.0196,0.22468
2004,185,7,7,4.6794,277.66,32.03,0.04539,0.21916,0.024831,0.055584,0.25553,0.20088,0.096933,1.0196,0.22468
2004,193,7,7,5.7202,232.28,29,0.042892,0.21241,0.024602,0.051582,0.24916,0.19198,0.09282,1.0196,0.22468
2004,201,7,7,4.9819,226.49,22.84,0.043524,0.21454,0.027861,0.052571,0.24415,0.1875,0.089292,1.0196,0.22468
2004,209,7,7,4.5223,97.368,25.48,0.045696,0.20489,0.026598,0.057457,0.22873,0.17714,0.084443,1.0196,0.22468
2004,217,7,7,5.9065,189.46,18.25,0.04521,0.20086,0.028012,0.055904,0.22802,0.17535,0.083486,1.0196,0.22468
2004,225,7,7,6.9472,150.5,22.01,0.043369,0.20095,0.023271,0.052984,0.23517,0.17839,0.085978,1.0196,0.22468
2004,233,7,7,7.0292,164.1,20.42,0.045163,0.19413,0.0231,0.053251,0.22864,0.17811,0.086206,1.0196,0.22468
2004,241,7,7,4.61,173.45,17.97,0.05139,0.18332,0.025269,0.05499,0.21753,0.17276,0.084614,1.0196,0.22468
2004,249,7,7,2.1675,130.12,15.71,0.066008,0.1681,0.031912,0.058494,0.20663,0.16998,0.086849,1.0196,0.22468
2004,257,7,7,0.67012,101.76,13.98,0.06838,0.15383,0.032047,0.052957,0.19906,0.1718,0.094565,1.0196,0.22468
2004,265,7,7,0.57065,84.579,6.53,0.05919,0.14626,0.027841,0.046473,0.195,0.17696,0.10377,1.0196,0.22468
2004,273,7,7,0,52.137,2.36,0.055302,0.14164,0.024633,0.045407,0.19162,0.16882,0.096262,1.0196,0.22468
2005,89,7,7,0,159.29,-7.93,0.47964,0.48552,0.46186,0.47746,0.23661,0.074798,0.042812,1.0196,0.22468
2005,97,7,7,0,179.44,-1.33,0.4679,0.45579,0.44854,0.46539,0.18482,0.064673,0.039969,1.0196,0.22468
2005,105,7,7,0,209.31,0.24,0.45155,0.43003,0.43354,0.45009,0.15639,0.062782,0.040253,1.0196,0.22468
2005,113,7,7,0,176.65,0.33,0.059502,0.14499,0.030341,0.048627,0.19123,0.18063,0.1093,1.0196,0.22468
2005,121,7,7,1.2361,230.49,19.67,0.060212,0.14919,0.031665,0.050553,0.19789,0.18585,0.11122,1.0196,0.22468
2005,129,7,7,1.6813,231.66,15.94,0.058253,0.15801,0.033355,0.0538,0.20927,0.18812,0.10894,1.0196,0.22468
2005,137,7,7,2.1688,193.62,13.47,0.055092,0.16339,0.030745,0.053212,0.20885,0.18136,0.10048,1.0196,0.22468
2005,145,7,7,3.0218,211.3,12.57,0.051473,0.17783,0.027873,0.053743,0.21983,0.18248,0.097361,1.0196,0.22468
2005,153,7,7,5.0991,251.28,22.01,0.048678,0.20241,0.026823,0.056769,0.24288,0.18783,0.094277,1.0196,0.22468
2005,161,7,7,5.5553,260.32,30.12,0.045769,0.20547,0.026051,0.054035,0.2456,0.19438,0.094906,1.0196,0.22468
