2003,177,1,1,1.6943,167.86,11.315,0.48571,0.2343,0.05528,1.0471,0.026551
2003,185,1,1,2.2071,261.82,16.325,0.64286,0.31612,0.087153,1.0471,0.026551
2003,193,1,1,1.7303,245.12,15.515,0.9,0.30701,0.094435,1.0471,0.026551
2003,201,1,1,2.5336,167.42,13.33,0.84286,0.34681,0.11914,1.0471,0.026551
2003,209,1,1,2.8238,218.86,13.645,1.2667,0.36459,0.1187,1.0471,0.026551
2003,217,1,1,2.0303,196.85,18.06,1.7,0.34895,0.11607,1.0471,0.026551
2003,225,1,1,1.1077,102.72,8.365,1.0712,0.34137,0.1237,1.0471,0.026551
2003,233,1,1,0.9459,111.17,3.425,0.97778,0.32242,0.13091,1.0471,0.026551
2003,241,1,1,0.7512,105.05,3.725,0.94286,0.24122,0.23811,1.0471,0.026551
2003,249,1,1,0.70666,47.321,-0.82,0.50104,0.23824,-0.041536,1.0471,0.026551
2004,185,1,1,1.952,197.5,17.085,0.81667,0.3107,0.041338,1.0471,0.026551
2004,193,1,1,1.6576,230.98,11.06,0.97778,0.31319,0.064327,1.0471,0.026551
2004,201,1,1,1.5729,177.88,11.965,1.1333,0.32556,0.077979,1.0471,0.026551
2004,209,1,1,1.0397,109.57,12.485,1.0966,0.34571,0.08364,1.0471,0.026551
2004,217,1,1,1.6628,156.98,11.75,0.96667,0.34518,0.070782,1.0471,0.026551
2004,225,1,1,1.0905,153.03,18.555,1.1222,0.33931,0.067479,1.0471,0.026551
2004,233,1,1,1.0788,155.29,9.055,1.0444,0.33063,0.070703,1.0471,0.026551
2004,241,1,1,0.76824,89.645,4.475,0.92222,0.27633,0.024496,1.0471,0.026551
2004,249,1,1,0.45138,63.903,5.46,0.66667,0.24821,0.0012685,1.0471,0.026551
2005,177,1,1,2.4884,322.43,16.41,0.94444,0.30648,0.035376,1.0471,0.026551
2005,185,1,1,1.5627,227.57,18.65,1.2444,0.33115,0.048407,1.0471,0.026551
2005,193,1,1,2.0761,234.29,13.32,1.2889,0.32834,0.064108,1.0471,0.026551
2005,201,1,1,1.5407,145.58,13.35,1.1221,0.35527,0.085831,1.0471,0.026551
2005,209,1,1,1.32,140.48,14.925,1.0556,0.35662,0.087485,1.0471,0.026551
2005,217,1,1,1.1582,109.32,2.505,1.1667,0.31458,0.086853,1.0471,0.026551
2005,225,1,1,1.2779,121.63,9.36,1.0712,0.34137,0.1237,1.0471,0.026551
2006,177,1,1,1.0959,192.12,10.525,0.61111,0.28524,0.053559,1.0471,0.026551
2006,185,1,1,2.3715,241.62,19.17,0.9,0.30171,0.072305,1.0471,0.026551
2006,193,1,1,1.1288,159.68,16.75,1.1333,0.32151,0.080361,1.0471,0.026551
2006,201,1,1,1.1572,136.6,7.29,0.83333,0.33172,0.09052,1.0471,0.026551
2006,209,1,1,0.84999,124.34,8.795,0.77778,0.3197,0.1534,1.0471,0.026551
2006,217,1,1,0.91515,99.001,6.98,1.1667,0.35803,0.11795,1.0471,0.026551
2006,225,1,1,0.8601,109.49,8.39,1.0667,0.36261,0.12113,1.0471,0.026551
2006,233,1,1,0.79888,68.398,6.385,0.9383,0.30358,0.10225,1.0471,0.026551
2007,185,1,1,2.6633,243.21,12.92,0.95635,0.32896,0.10024,1.0471,0.026551
2007,193,1,1,1.0846,133.96,13.65,1.0889,0.34578,0.14284,1.0471,0.026551
2007,201,1,1,2.4318,201.33,17.83,1,0.34516,0.14908,1.0471,0.026551
2007,209,1,1,1.5217,173.82,20.705,1.3444,0.3565,0.16574,1.0471,0.026551
2007,217,1,1,1.1793,113.66,12.89,1.1111,0.34895,0.11607,1.0471,0.026551
2007,225,1,1,1.1715,127.62,13.32,1.0889,0.34732,0.18256,1.0471,0.026551
2007,233,1,1,0.85423,98.327,9.75,0.9,0.30358,0.10225,1.0471,0.026551
2007,241,1,1,0.94919,97.888,9.01,0.77143,0.25748,0.092189,1.0471,0.026551
2007,249,1,1,0.76163,79.86,4.02,0.48889,0.21171,0.12618,1.0471,0.026551
2007,257,1,1,0.40334,48.064,1.045,0.25,0.16681,0.049502,1.0471,0.026551
2008,121,1,1,0.11816,244.13,-7.245,0,-0.69069,0.78598,1.0471,0.026551
2008,129,1,1,0.18121,232.09,-6.385,0,-0.55584,0.84246,1.0471,0.026551
2008,137,1,1,0.14755,221.49,-6.585,0,-0.38868,0.80344,1.0471,0.026551
2008,145,1,1,0.39814,233.45,0.35,0.04,-0.37699,0.78136,1.0471,0.026551
